measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-01,0.617,7.0,7.0,0.0,0.0,0.0,,,
2020-02-01,0.987,14.0,14.0,0.0,0.0,0.0,,,
2020-03-01,0.601,7.0,7.0,0.0,0.0,0.0,,,
2020-04-01,0.437,7.0,7.0,0.0,0.0,0.0,,,
2020-05-01,0.637,7.0,7.0,0.0,0.0,0.0,,,
2020-06-01,1.109,14.0,14.0,0.0,0.0,0.0,,,
2020-07-01,1.144,14.0,14.0,0.0,0.0,0.0,,,
2020-08-01,0.73,7.0,7.0,0.0,0.0,0.0,,,
2020-09-01,0.832,14.0,14.0,0.0,0.0,0.0,,,
2020-10-01,0.902,14.0,14.0,0.0,0.0,0.0,,,
2020-11-01,0.801,7.0,7.0,0.0,0.0,0.0,,,
2020-12-01,1.003,14.0,14.0,0.0,0.0,0.0,,,
2021-01-01,0.96,6.0,6.0,0.0,0.0,0.0,,,
2021-02-01,2.292,29.0,29.0,0.0,0.0,0.0,,,
2021-03-01,0.949,12.0,12.0,0.0,0.0,0.0,,,
2021-04-01,0.853,12.0,12.0,0.0,0.0,0.0,,,
2021-05-01,0.718,12.0,12.0,0.0,0.0,0.0,,,
2021-06-01,0.557,6.0,6.0,0.0,0.0,0.0,,,
2021-07-01,0.901,12.0,12.0,0.0,0.0,0.0,,,
2021-08-01,0.774,12.0,12.0,0.0,0.0,0.0,,,
2021-09-01,1.193,17.0,17.0,0.0,0.0,0.0,,,
2021-10-01,0.649,6.0,6.0,0.0,0.0,0.0,,,
2021-11-01,1.564,17.0,17.0,0.0,0.0,0.0,,,
2021-12-01,1.33,17.0,17.0,0.0,0.0,0.0,,,
2022-01-01,0.0,23.0,23.0,0.0,0.0,0.0,,,
2022-02-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2022-03-01,0.0,23.0,23.0,0.0,0.0,0.0,,,
2022-04-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2022-05-01,0.0,17.0,17.0,0.0,0.0,0.0,,,
2022-06-01,0.0,17.0,17.0,0.0,0.0,0.0,,,
2022-07-01,0.0,6.0,6.0,0.0,0.0,0.0,,,
2022-08-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2022-09-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2022-10-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2022-11-01,0.0,17.0,17.0,0.0,0.0,0.0,,,
2022-12-01,0.0,35.0,35.0,0.0,0.0,0.0,,,
2023-01-01,0.0,23.0,23.0,0.0,0.0,0.0,,,
2023-02-01,0.0,23.0,23.0,0.0,0.0,0.0,,,
2023-03-01,0.0,17.0,17.0,0.0,0.0,0.0,,,
2023-04-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2023-05-01,0.0,6.0,6.0,0.0,0.0,0.0,,,
2023-06-01,0.0,6.0,6.0,0.0,0.0,0.0,,,
2023-07-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2023-08-01,0.0,6.0,6.0,0.0,0.0,0.0,,,
2023-09-01,0.0,17.0,17.0,0.0,0.0,0.0,,,
2023-10-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2023-11-01,0.0,23.0,23.0,0.0,0.0,0.0,,,
2023-12-01,0.0,12.0,12.0,0.0,0.0,0.0,,,
2024-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0
