measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,89.824,1063.0,1063.0
2003-02-01,77.43900000000001,917.0,917.0
2003-03-01,75.725,896.0,896.0
2003-04-01,69.505,823.0,823.0
2003-05-01,87.36200000000001,1034.0,1034.0
2003-06-01,91.62700000000001,1085.0,1085.0
2003-07-01,101.441,1201.0,1201.0
2003-08-01,105.37100000000001,1247.0,1247.0
2003-09-01,88.046,1042.0,1042.0
2003-10-01,78.522,929.0,929.0
2003-11-01,77.792,921.0,921.0
2003-12-01,86.101,1019.0,1019.0
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
2006-01-01,1.84,27.0,27.0
2006-02-01,1.8210000000000002,26.0,26.0
2006-03-01,1.597,23.0,23.0
2006-04-01,2.1060000000000003,30.0,30.0
2006-05-01,1.9040000000000001,27.0,27.0
2006-06-01,2.277,33.0,33.0
2006-07-01,2.209,32.0,32.0
2006-08-01,2.3770000000000002,34.0,34.0
2006-09-01,1.689,24.0,24.0
2006-10-01,2.173,31.0,31.0
2006-11-01,1.897,27.0,27.0
2006-12-01,2.11,30.0,30.0
2007-01-01,2.9130000000000003,17.0,17.0
2007-02-01,3.512,23.0,23.0
2007-03-01,2.81,17.0,17.0
2007-04-01,2.732,17.0,17.0
2007-05-01,4.46,23.0,23.0
2007-06-01,2.628,17.0,17.0
2007-07-01,1.8470000000000002,12.0,12.0
2007-08-01,2.3240000000000003,12.0,12.0
2007-09-01,1.47,6.0,6.0
2007-10-01,1.7890000000000001,12.0,12.0
2007-11-01,1.565,12.0,12.0
2007-12-01,2.95,17.0,17.0
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
