measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,2798.6710000000003,28661.19,28661.19
2003-02-01,2582.179,26444.1,26444.1
2003-03-01,2846.541,29151.43,29151.43
2003-04-01,2691.9320000000002,27568.08,27568.08
2003-05-01,3082.217,31564.98,31564.98
2003-06-01,3211.3610000000003,32887.55,32887.55
2003-07-01,4123.097,42224.64,42224.64
2003-08-01,3873.505,39668.56,39668.56
2003-09-01,3539.6490000000003,36249.55,36249.55
2003-10-01,3331.1220000000003,34114.02,34114.02
2003-11-01,2819.7940000000003,28877.51,28877.51
2003-12-01,2993.9320000000002,30660.86,30660.86
2004-01-01,2490.389,24958.68,24958.68
2004-02-01,2280.0,22850.16,22850.16
2004-03-01,3236.989,32441.1,32441.1
2004-04-01,3126.2160000000003,31330.94,31330.94
2004-05-01,2890.6730000000002,28970.32,28970.32
2004-06-01,3133.279,31401.72,31401.72
2004-07-01,3286.938,32941.69,32941.69
2004-08-01,2854.4590000000003,28607.39,28607.39
2004-09-01,2151.7940000000003,21565.28,21565.28
2004-10-01,1846.555,18506.17,18506.17
2004-11-01,1653.334,16569.71,16569.71
2004-12-01,2066.3740000000003,20709.2,20709.2
2005-01-01,2409.3320000000003,24090.91,24090.91
2005-02-01,2915.4950000000003,29152.03,29152.03
2005-03-01,3176.723,31764.05,31764.05
2005-04-01,5280.513,52799.85,52799.85
2005-05-01,7540.52,75397.66,75397.66
2005-06-01,8130.655000000001,81298.42,81298.42
2005-07-01,8497.7,84968.5,84968.5
2005-08-01,7160.943,71602.27,71602.27
2005-09-01,4344.46,43440.26,43440.26
2005-10-01,2512.1040000000003,25118.53,25118.53
2005-11-01,2162.3720000000003,21621.56,21621.56
2005-12-01,1949.1840000000002,19489.89,19489.89
2006-01-01,4699.601000000001,46615.0,46615.0
2006-02-01,4123.147,40897.0,40897.0
2006-03-01,4431.511,43956.0,43956.0
2006-04-01,5349.956,53066.0,53066.0
2006-05-01,5773.316000000001,57266.0,57266.0
2006-06-01,5963.014,59147.0,59147.0
2006-07-01,4872.532,48331.0,48331.0
2006-08-01,3995.257,39629.0,39629.0
2006-09-01,2928.918,29052.0,29052.0
2006-10-01,2770.007,27476.0,27476.0
2006-11-01,3214.116,31881.0,31881.0
2006-12-01,3486.6240000000003,34584.0,34584.0
2007-01-01,1631.959,16130.0,16130.0
2007-02-01,1414.575,13982.0,13982.0
2007-03-01,1893.2440000000001,18713.0,18713.0
2007-04-01,1846.9940000000001,18256.0,18256.0
2007-05-01,2449.397,24210.0,24210.0
2007-06-01,2249.19,22231.0,22231.0
2007-07-01,2774.005,27418.0,27418.0
2007-08-01,2348.801,23216.0,23216.0
2007-09-01,1756.63,17363.0,17363.0
2007-10-01,1464.5710000000001,14476.0,14476.0
2007-11-01,1412.184,13958.0,13958.0
2007-12-01,1197.45,11836.0,11836.0
2008-01-01,2119.576,20886.0,20886.0
2008-02-01,1661.41,16372.0,16372.0
2008-03-01,1950.122,19217.0,19217.0
2008-04-01,3671.85,36182.0,36182.0
2008-05-01,4368.67,43049.0,43049.0
2008-06-01,3706.9700000000003,36528.0,36528.0
2008-07-01,4503.665,44379.0,44379.0
2008-08-01,4621.650000000001,45542.0,45542.0
2008-09-01,2313.904,22801.0,22801.0
2008-10-01,1484.0410000000002,14624.0,14624.0
2008-11-01,1064.741,10492.0,10492.0
2008-12-01,1156.401,11395.0,11395.0
2009-01-01,1285.083,12542.0,12542.0
2009-02-01,1701.182,16604.0,16604.0
2009-03-01,2686.938,26225.0,26225.0
2009-04-01,3184.947,31085.0,31085.0
2009-05-01,4353.881,42494.0,42494.0
2009-06-01,3940.329,38458.0,38458.0
2009-07-01,4344.194,42399.0,42399.0
2009-08-01,3545.0350000000003,34600.0,34600.0
