measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,229.0,3754.0,3754.0
2001-02-01,0.0,0.0,0.0
2001-03-01,0.0,0.0,0.0
2001-04-01,366.0,6323.0,6323.0
2001-05-01,757.0,12293.0,12293.0
2001-06-01,508.0,9339.0,9339.0
2001-07-01,1822.0,35516.0,35516.0
2001-08-01,2768.0,53414.0,53414.0
2001-09-01,0.0,0.0,0.0
2001-10-01,0.0,0.0,0.0
2001-11-01,0.0,0.0,0.0
2001-12-01,164.0,4046.0,4046.0
2002-01-01,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0
2002-06-01,0.0,0.0,0.0
2002-07-01,341.0,8240.0,8240.0
2002-08-01,2273.0,40361.0,40361.0
2002-09-01,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0
2002-12-01,0.0,65.0,65.0
2003-01-01,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0
2003-03-01,172.0,3333.0,3333.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0
2003-07-01,171.0,3026.0,3026.0
2003-08-01,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,3.782,26.0,26.0
2004-02-01,1.535,11.0,11.0
2004-03-01,1.3030000000000002,9.0,9.0
2004-04-01,21.164,148.0,148.0
2004-05-01,101.80600000000001,711.0,711.0
2004-06-01,89.04100000000001,621.0,621.0
2004-07-01,64.381,449.0,449.0
2004-08-01,60.022000000000006,419.0,419.0
2004-09-01,50.109,350.0,350.0
2004-10-01,9.552,67.0,67.0
2004-11-01,20.816000000000003,145.0,145.0
2004-12-01,22.489,157.0,157.0
2005-01-01,195.686,1596.73,1596.73
2005-02-01,173.481,1415.55,1415.55
2005-03-01,207.019,1689.21,1689.21
2005-04-01,212.245,1731.85,1731.85
2005-05-01,172.18200000000002,1404.94,1404.94
2005-06-01,292.932,2390.23,2390.23
2005-07-01,377.48400000000004,3080.14,3080.14
2005-08-01,403.58700000000005,3293.13,3293.13
2005-09-01,266.976,2178.44,2178.44
2005-10-01,184.62800000000001,1506.5,1506.5
2005-11-01,165.725,1352.26,1352.26
2005-12-01,179.055,1461.02,1461.02
2006-01-01,227.86800000000002,4287.0,4287.0
2006-02-01,257.584,4846.0,4846.0
2006-03-01,339.434,6386.0,6386.0
2006-04-01,280.894,5285.0,5285.0
2006-05-01,370.009,6961.0,6961.0
2006-06-01,476.61400000000003,8967.0,8967.0
2006-07-01,852.884,16046.0,16046.0
2006-08-01,757.8620000000001,14258.0,14258.0
2006-09-01,445.79,8387.0,8387.0
2006-10-01,482.879,9085.0,9085.0
2006-11-01,324.636,6107.0,6107.0
2006-12-01,329.546,6200.0,6200.0
2007-01-01,622.42,11473.0,11473.0
2007-02-01,1060.6580000000001,19553.0,19553.0
2007-03-01,562.015,10360.0,10360.0
2007-04-01,566.6170000000001,10445.0,10445.0
2007-05-01,805.2370000000001,14844.0,14844.0
2007-06-01,1437.488,26499.0,26499.0
2007-07-01,2504.951,46177.0,46177.0
2007-08-01,4847.343,89356.0,89356.0
2007-09-01,2451.115,45185.0,45185.0
2007-10-01,1606.862,29621.0,29621.0
2007-11-01,529.051,9753.0,9753.0
2007-12-01,681.244,12559.0,12559.0
2008-01-01,160.29,2950.0,2950.0
2008-02-01,133.06,2450.0,2450.0
2008-03-01,149.627,2755.0,2755.0
2008-04-01,105.393,1941.0,1941.0
2008-05-01,130.013,2394.0,2394.0
2008-06-01,521.52,9601.0,9601.0
2008-07-01,727.84,13400.0,13400.0
2008-08-01,231.287,4258.0,4258.0
2008-09-01,407.915,7510.0,7510.0
2008-10-01,182.29500000000002,3356.0,3356.0
2008-11-01,360.553,6638.0,6638.0
2008-12-01,107.20700000000001,1974.0,1974.0
2009-01-01,68.675,1645.0,1645.0
2009-02-01,48.325,1156.0,1156.0
2009-03-01,71.72200000000001,1716.0,1716.0
2009-04-01,38.154,913.0,913.0
2009-05-01,26.653000000000002,638.0,638.0
2009-06-01,69.372,1660.0,1660.0
2009-07-01,108.145,2589.0,2589.0
2009-08-01,216.416,5179.0,5179.0
2009-09-01,91.325,2186.0,2186.0
2009-10-01,44.133,1056.0,1056.0
2009-11-01,28.6,685.0,685.0
2009-12-01,53.48,1279.0,1279.0
2010-01-01,169.131,3642.0,3642.0
2010-02-01,127.40100000000001,2744.0,2744.0
2010-03-01,141.481,3047.0,3047.0
2010-04-01,249.01600000000002,5363.0,5363.0
2010-05-01,397.617,8564.0,8564.0
2010-06-01,960.267,20680.0,20680.0
2010-07-01,1683.942,36265.0,36265.0
2010-08-01,1078.228,23220.0,23220.0
2010-09-01,772.6750000000001,16640.0,16640.0
2010-10-01,118.259,2547.0,2547.0
2010-11-01,100.824,2172.0,2172.0
2010-12-01,292.159,6292.0,6292.0
2011-01-01,6.586,174.0,174.0
2011-02-01,4.7,124.0,124.0
2011-03-01,6.152,163.0,163.0
2011-04-01,14.843,393.0,393.0
2011-05-01,32.305,855.0,855.0
2011-06-01,42.981,1137.0,1137.0
2011-07-01,99.118,2623.0,2623.0
2011-08-01,39.185,1037.0,1037.0
2011-09-01,28.387,752.0,752.0
2011-10-01,7.933,210.0,210.0
2011-11-01,4.96,132.0,132.0
2011-12-01,11.85,314.0,314.0
2012-01-01,103.504,1712.0,1712.0
2012-02-01,58.139,961.0,961.0
2012-03-01,639.107,10559.0,10559.0
2012-04-01,1602.173,26470.0,26470.0
2012-05-01,1608.001,26566.0,26566.0
2012-06-01,854.279,14114.0,14114.0
2012-07-01,1456.674,24066.0,24066.0
2012-08-01,1009.131,16672.0,16672.0
2012-09-01,638.332,10546.0,10546.0
2012-10-01,452.929,7483.0,7483.0
2012-11-01,587.58,9707.0,9707.0
2012-12-01,243.151,4017.0,4017.0
2013-01-01,281.253,4210.0,4210.0
2013-02-01,763.072,11423.0,11423.0
2013-03-01,730.8,10940.0,10940.0
2013-04-01,2092.441,31324.0,31324.0
2013-05-01,2839.315,42505.0,42505.0
2013-06-01,2164.266,32399.0,32399.0
2013-07-01,4279.921,64070.0,64070.0
2013-08-01,1499.961,22455.0,22455.0
2013-09-01,2493.885,37334.0,37334.0
2013-10-01,1891.885,28322.0,28322.0
2013-11-01,475.696,7121.0,7121.0
2013-12-01,1948.505,29169.0,29169.0
2014-01-01,290.365,4697.0,4697.0
2014-02-01,243.115,3934.0,3934.0
2014-03-01,441.446,7142.0,7142.0
2014-04-01,296.743,4802.0,4802.0
2014-05-01,527.939,8542.0,8542.0
2014-06-01,716.69,11597.0,11597.0
2014-07-01,931.435,15071.0,15071.0
2014-08-01,949.691,15366.0,15366.0
2014-09-01,589.081,9532.0,9532.0
2014-10-01,513.761,8313.0,8313.0
2014-11-01,319.534,5170.0,5170.0
2014-12-01,384.2,6217.0,6217.0
2015-01-01,543.148,7786.0,7786.0
2015-02-01,741.401,10626.0,10626.0
