measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2017-01-01,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2018-01-01,-16.075,0.0,0.0
2018-02-01,-14.529,0.0,0.0
2018-03-01,-16.383,0.0,0.0
2018-04-01,-15.248,0.0,0.0
2018-05-01,-15.816,0.0,0.0
2018-06-01,-16.652,0.0,0.0
2018-07-01,-16.697,0.0,0.0
2018-08-01,-16.878,0.0,0.0
2018-09-01,-14.833,0.0,0.0
2018-10-01,-16.051,0.0,0.0
2018-11-01,-16.049,0.0,0.0
2018-12-01,-16.789,0.0,0.0
2019-01-01,-0.352,0.0,0.0
2019-02-01,-0.302,0.0,0.0
2019-03-01,-0.329,0.0,0.0
2019-04-01,-0.312,0.0,0.0
2019-05-01,-0.337,0.0,0.0
2019-06-01,-0.332,0.0,0.0
2019-07-01,-0.345,0.0,0.0
2019-08-01,-0.353,0.0,0.0
2019-09-01,-0.335,0.0,0.0
2019-10-01,-0.328,0.0,0.0
2019-11-01,-0.331,0.0,0.0
2019-12-01,-0.344,0.0,0.0
2020-01-01,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0
