measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Single Shaft Generation,Distillate Fuel Oil-Combined Cycle Single Shaft Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Single Shaft Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Single Shaft Generation,Natural Gas-Combined Cycle Single Shaft Quantity Consumed For Electricity,Natural Gas-Combined Cycle Single Shaft Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,,,,,,,,,,29.756,546.0,546.0,42.561,667.0,667.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,,,,,,,,,,26.106,479.0,479.0,37.342,587.0,587.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,,,,,,,,,,28.05,515.0,515.0,40.124,629.0,629.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,,,,,,,,,,27.241,501.0,501.0,38.966,612.0,612.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,,,,,,,,,,26.363,485.0,485.0,37.711,592.0,592.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,,,,,,,,,,42.639,783.0,783.0,60.991,958.0,958.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,,,,,,,,,,35.793,658.0,658.0,51.199000000000005,804.0,804.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,,,,,,,,,,,,,40.565,746.0,746.0,58.024,911.0,911.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,,,,,,,,,,40.15,737.0,737.0,57.431000000000004,902.0,902.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,,,,,,,,,,23.293000000000003,427.0,427.0,33.319,523.0,523.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,,,,,,,,,,23.631,435.0,435.0,33.802,530.0,530.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,,,,,,,,,,32.773,602.0,602.0,46.88,735.0,735.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-05-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,303.0,4533.0,4533.0
2010-06-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,284.0,4192.0,4192.0
2010-07-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,226.0,2935.0,2935.0
2010-08-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,384.0,384.0
2010-09-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.0,495.0,495.0
2010-10-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,142.021,476.0,476.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,101.855,341.0,341.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,87.213,292.0,292.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,87.045,291.0,291.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,130.944,438.0,438.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,170.884,572.0,572.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,196.794,658.0,658.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,206.158,690.0,690.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,125.913,421.0,421.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,120.583,403.0,403.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,120.533,403.0,403.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,131.057,439.0,439.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2759.0,2759.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,9.0,9.0,0.0,2806.0,2806.0,14.0,0.0,0.0,,,,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,57.0,57.0,0.0,2816.0,2816.0,83.0,0.0,0.0,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2797.0,2797.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3476.0,3476.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3723.0,3723.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1131.0,1131.0,0.0,3819.0,3819.0,1659.0,0.0,0.0,,,,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3396.0,3396.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2283.0,2283.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2041.0,2041.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
